#  JMA2001 + Density + Attenuation
#
#  The original JMA2001 velocity strucuture model (Ueno, et al., 2002)
#  used in hypocentral determination by Japan Meteorological Agency 
#  contains depth, P-wave velocity adn S-wave velocity.
#  Mass density and intrinsic attenuation factors are obtained from 
#  empirical relationships summarized in Brocher (2008; J Seismol.)
#  Note that the velocities of deep structure (>270 km for density and
#  >420 km for attenuation) exceeds the limiation of the empirical formula.
#  Please use it with caution for deep-focus earthquake. 
#
#   depth(km)   rho(g/cc)   vp(km/s)    vs(km/s)       Qp       Qs
# ------------------------------------------------------------------
    828.0000      4.6054     11.0620      6.1290   3133.5944   1566.7972
    828.5000      4.6059     11.0630      6.1290   3133.5944   1566.7972
    829.0000      4.6059     11.0630      6.1290   3133.5944   1566.7972
    829.5000      4.6064     11.0640      6.1300   3135.0368   1567.5184
    830.0000      4.6069     11.0650      6.1300   3135.0368   1567.5184
    830.5000      4.6074     11.0660      6.1310   3136.4797   1568.2399
    831.0000      4.6074     11.0660      6.1310   3136.4797   1568.2399
    831.5000      4.6079     11.0670      6.1310   3136.4797   1568.2399
    832.0000      4.6084     11.0680      6.1320   3137.9231   1568.9616
    832.5000      4.6089     11.0690      6.1320   3137.9231   1568.9616
    833.0000      4.6089     11.0690      6.1320   3137.9231   1568.9616
    833.5000      4.6094     11.0700      6.1330   3139.3671   1569.6835
    834.0000      4.6099     11.0710      6.1340   3140.8115   1570.4058
    834.5000      4.6099     11.0710      6.1340   3140.8115   1570.4058
    835.0000      4.6104     11.0720      6.1340   3140.8115   1570.4058
    835.5000      4.6109     11.0730      6.1350   3142.2565   1571.1282
    836.0000      4.6114     11.0740      6.1350   3142.2565   1571.1282
    836.5000      4.6114     11.0740      6.1350   3142.2565   1571.1282
    837.0000      4.6119     11.0750      6.1360   3143.7019   1571.8510
    837.5000      4.6124     11.0760      6.1360   3143.7019   1571.8510
    838.0000      4.6129     11.0770      6.1370   3145.1479   1572.5739
    838.5000      4.6129     11.0770      6.1370   3145.1479   1572.5739
    839.0000      4.6134     11.0780      6.1370   3145.1479   1572.5739
    839.5000      4.6139     11.0790      6.1380   3146.5943   1573.2972
    840.0000      4.6139     11.0790      6.1380   3146.5943   1573.2972
    840.5000      4.6144     11.0800      6.1390   3148.0413   1574.0206
    841.0000      4.6149     11.0810      6.1390   3148.0413   1574.0206
    841.5000      4.6149     11.0810      6.1390   3148.0413   1574.0206
    842.0000      4.6154     11.0820      6.1400   3149.4887   1574.7444
    842.5000      4.6154     11.0820      6.1400   3149.4887   1574.7444
    843.0000      4.6159     11.0830      6.1400   3149.4887   1574.7444
    843.5000      4.6164     11.0840      6.1410   3150.9367   1575.4684
    844.0000      4.6164     11.0840      6.1410   3150.9367   1575.4684
    844.5000      4.6169     11.0850      6.1410   3150.9367   1575.4684
    845.0000      4.6174     11.0860      6.1420   3152.3852   1576.1926
    845.5000      4.6174     11.0860      6.1420   3152.3852   1576.1926
    846.0000      4.6179     11.0870      6.1420   3152.3852   1576.1926
    846.5000      4.6184     11.0880      6.1430   3153.8342   1576.9171
    847.0000      4.6190     11.0890      6.1430   3153.8342   1576.9171
    847.5000      4.6190     11.0890      6.1430   3153.8342   1576.9171
    848.0000      4.6195     11.0900      6.1440   3155.2836   1577.6418
    848.5000      4.6200     11.0910      6.1450   3156.7336   1578.3668
    849.0000      4.6205     11.0920      6.1450   3156.7336   1578.3668
    849.5000      4.6205     11.0920      6.1450   3156.7336   1578.3668
    850.0000      4.6210     11.0930      6.1460   3158.1841   1579.0921
    850.5000      4.6215     11.0940      6.1460   3158.1841   1579.0921
    851.0000      4.6220     11.0950      6.1470   3159.6351   1579.8176
    851.5000      4.6220     11.0950      6.1470   3159.6351   1579.8176
    852.0000      4.6225     11.0960      6.1470   3159.6351   1579.8176
    852.5000      4.6230     11.0970      6.1480   3161.0866   1580.5433
    853.0000      4.6235     11.0980      6.1480   3161.0866   1580.5433
    853.5000      4.6240     11.0990      6.1490   3162.5386   1581.2693
    854.0000      4.6245     11.1000      6.1500   3163.9912   1581.9956
    854.5000      4.6245     11.1000      6.1500   3163.9912   1581.9956
    855.0000      4.6250     11.1010      6.1500   3163.9912   1581.9956
    855.5000      4.6255     11.1020      6.1510   3165.4442   1582.7221
    856.0000      4.6260     11.1030      6.1510   3165.4442   1582.7221
    856.5000      4.6265     11.1040      6.1520   3166.8977   1583.4488
    857.0000      4.6265     11.1040      6.1520   3166.8977   1583.4488
    857.5000      4.6270     11.1050      6.1520   3166.8977   1583.4488
    858.0000      4.6275     11.1060      6.1530   3168.3517   1584.1759
    858.5000      4.6280     11.1070      6.1530   3168.3517   1584.1759
    859.0000      4.6286     11.1080      6.1540   3169.8063   1584.9031
    859.5000      4.6291     11.1090      6.1550   3171.2613   1585.6307
    860.0000      4.6291     11.1090      6.1550   3171.2613   1585.6307
    860.5000      4.6301     11.1110      6.1560   3172.7169   1586.3584
    861.0000      4.6306     11.1120      6.1560   3172.7169   1586.3584
    861.5000      4.6306     11.1120      6.1560   3172.7169   1586.3584
    862.0000      4.6311     11.1130      6.1570   3174.1729   1587.0865
    862.5000      4.6316     11.1140      6.1570   3174.1729   1587.0865
    863.0000      4.6321     11.1150      6.1580   3175.6295   1587.8147
    863.5000      4.6326     11.1160      6.1580   3175.6295   1587.8147
    864.0000      4.6331     11.1170      6.1590   3177.0865   1588.5433
    864.5000      4.6336     11.1180      6.1600   3178.5441   1589.2721
    865.0000      4.6341     11.1190      6.1600   3178.5441   1589.2721
    865.5000      4.6346     11.1200      6.1610   3180.0022   1590.0011
    866.0000      4.6351     11.1210      6.1610   3180.0022   1590.0011
    866.5000      4.6351     11.1210      6.1610   3180.0022   1590.0011
    867.0000      4.6356     11.1220      6.1620   3181.4608   1590.7304
    867.5000      4.6361     11.1230      6.1620   3181.4608   1590.7304
    868.0000      4.6367     11.1240      6.1630   3182.9199   1591.4599
    868.5000      4.6372     11.1250      6.1630   3182.9199   1591.4599
    869.0000      4.6372     11.1250      6.1630   3182.9199   1591.4599
    869.5000      4.6377     11.1260      6.1640   3184.3795   1592.1897
    870.0000      4.6382     11.1270      6.1650   3185.8396   1592.9198
    870.5000      4.6382     11.1270      6.1650   3185.8396   1592.9198
    871.0000      4.6387     11.1280      6.1650   3185.8396   1592.9198
    871.5000      4.6392     11.1290      6.1660   3187.3002   1593.6501
    872.0000      4.6397     11.1300      6.1660   3187.3002   1593.6501
    872.5000      4.6397     11.1300      6.1660   3187.3002   1593.6501
    873.0000      4.6402     11.1310      6.1670   3188.7613   1594.3807
    873.5000      4.6407     11.1320      6.1670   3188.7613   1594.3807
    874.0000      4.6407     11.1320      6.1670   3188.7613   1594.3807
    874.5000      4.6412     11.1330      6.1680   3190.2230   1595.1115
    875.0000      4.6417     11.1340      6.1680   3190.2230   1595.1115
    875.5000      4.6417     11.1340      6.1680   3190.2230   1595.1115
    876.0000      4.6422     11.1350      6.1690   3191.6851   1595.8426
    876.5000      4.6422     11.1350      6.1690   3191.6851   1595.8426
    877.0000      4.6427     11.1360      6.1700   3193.1478   1596.5739
    877.5000      4.6432     11.1370      6.1700   3193.1478   1596.5739
    878.0000      4.6432     11.1370      6.1700   3193.1478   1596.5739
    878.5000      4.6438     11.1380      6.1710   3194.6109   1597.3055
    879.0000      4.6438     11.1380      6.1710   3194.6109   1597.3055
    879.5000      4.6443     11.1390      6.1710   3194.6109   1597.3055
    880.0000      4.6443     11.1390      6.1710   3194.6109   1597.3055
    880.5000      4.6448     11.1400      6.1720   3196.0746   1598.0373
    881.0000      4.6448     11.1400      6.1720   3196.0746   1598.0373
    881.5000      4.6453     11.1410      6.1720   3196.0746   1598.0373
    882.0000      4.6453     11.1410      6.1720   3196.0746   1598.0373
    882.5000      4.6458     11.1420      6.1730   3197.5387   1598.7694
    883.0000      4.6458     11.1420      6.1730   3197.5387   1598.7694
    883.5000      4.6463     11.1430      6.1730   3197.5387   1598.7694
    884.0000      4.6463     11.1430      6.1730   3197.5387   1598.7694
    884.5000      4.6468     11.1440      6.1740   3199.0034   1599.5017
    885.0000      4.6468     11.1440      6.1740   3199.0034   1599.5017
    885.5000      4.6473     11.1450      6.1750   3200.4686   1600.2343
    886.0000      4.6473     11.1450      6.1750   3200.4686   1600.2343
    886.5000      4.6478     11.1460      6.1750   3200.4686   1600.2343
    887.0000      4.6478     11.1460      6.1750   3200.4686   1600.2343
    887.5000      4.6483     11.1470      6.1760   3201.9343   1600.9671
    888.0000      4.6483     11.1470      6.1760   3201.9343   1600.9671
    888.5000      4.6488     11.1480      6.1760   3201.9343   1600.9671
    889.0000      4.6488     11.1480      6.1760   3201.9343   1600.9671
    889.5000      4.6493     11.1490      6.1770   3203.4005   1601.7002
    890.0000      4.6493     11.1490      6.1770   3203.4005   1601.7002
    890.5000      4.6499     11.1500      6.1770   3203.4005   1601.7002
    891.0000      4.6499     11.1500      6.1770   3203.4005   1601.7002
    891.5000      4.6504     11.1510      6.1780   3204.8672   1602.4336
    892.0000      4.6504     11.1510      6.1780   3204.8672   1602.4336
    892.5000      4.6509     11.1520      6.1780   3204.8672   1602.4336
    893.0000      4.6509     11.1520      6.1780   3204.8672   1602.4336
    893.5000      4.6514     11.1530      6.1790   3206.3344   1603.1672
    894.0000      4.6514     11.1530      6.1790   3206.3344   1603.1672
    894.5000      4.6519     11.1540      6.1800   3207.8022   1603.9011
    895.0000      4.6519     11.1540      6.1800   3207.8022   1603.9011
    895.5000      4.6524     11.1550      6.1800   3207.8022   1603.9011
    896.0000      4.6524     11.1550      6.1800   3207.8022   1603.9011
    896.5000      4.6529     11.1560      6.1810   3209.2704   1604.6352
    897.0000      4.6529     11.1560      6.1810   3209.2704   1604.6352
    897.5000      4.6534     11.1570      6.1810   3209.2704   1604.6352
    898.0000      4.6534     11.1570      6.1810   3209.2704   1604.6352
    898.5000      4.6539     11.1580      6.1820   3210.7391   1605.3696
    899.0000      4.6539     11.1580      6.1820   3210.7391   1605.3696
    899.5000      4.6544     11.1590      6.1820   3210.7391   1605.3696
    900.0000      4.6544     11.1590      6.1820   3210.7391   1605.3696
    900.5000      4.6549     11.1600      6.1830   3212.2084   1606.1042
    901.0000      4.6555     11.1610      6.1830   3212.2084   1606.1042
    901.5000      4.6555     11.1610      6.1830   3212.2084   1606.1042
    902.0000      4.6560     11.1620      6.1840   3213.6781   1606.8391
    902.5000      4.6560     11.1620      6.1840   3213.6781   1606.8391
    903.0000      4.6565     11.1630      6.1840   3213.6781   1606.8391
    903.5000      4.6565     11.1630      6.1840   3213.6781   1606.8391
    904.0000      4.6570     11.1640      6.1850   3215.1484   1607.5742
    904.5000      4.6570     11.1640      6.1850   3215.1484   1607.5742
    905.0000      4.6575     11.1650      6.1860   3216.6192   1608.3096
    905.5000      4.6575     11.1650      6.1860   3216.6192   1608.3096
    906.0000      4.6580     11.1660      6.1860   3216.6192   1608.3096
    906.5000      4.6580     11.1660      6.1860   3216.6192   1608.3096
    907.0000      4.6585     11.1670      6.1870   3218.0905   1609.0452
    907.5000      4.6585     11.1670      6.1870   3218.0905   1609.0452
    908.0000      4.6590     11.1680      6.1870   3218.0905   1609.0452
    908.5000      4.6590     11.1680      6.1870   3218.0905   1609.0452
    909.0000      4.6595     11.1690      6.1880   3219.5623   1609.7811
    909.5000      4.6595     11.1690      6.1880   3219.5623   1609.7811
    910.0000      4.6600     11.1700      6.1880   3219.5623   1609.7811
    910.5000      4.6600     11.1700      6.1880   3219.5623   1609.7811
    911.0000      4.6606     11.1710      6.1890   3221.0346   1610.5173
    911.5000      4.6606     11.1710      6.1890   3221.0346   1610.5173
    912.0000      4.6611     11.1720      6.1890   3221.0346   1610.5173
    912.5000      4.6611     11.1720      6.1890   3221.0346   1610.5173
    913.0000      4.6616     11.1730      6.1900   3222.5074   1611.2537
    913.5000      4.6616     11.1730      6.1900   3222.5074   1611.2537
    914.0000      4.6621     11.1740      6.1910   3223.9807   1611.9904
    914.5000      4.6621     11.1740      6.1910   3223.9807   1611.9904
    915.0000      4.6626     11.1750      6.1910   3223.9807   1611.9904
    915.5000      4.6626     11.1750      6.1910   3223.9807   1611.9904
    916.0000      4.6631     11.1760      6.1920   3225.4546   1612.7273
    916.5000      4.6631     11.1760      6.1920   3225.4546   1612.7273
    917.0000      4.6636     11.1770      6.1920   3225.4546   1612.7273
    917.5000      4.6636     11.1770      6.1920   3225.4546   1612.7273
    918.0000      4.6641     11.1780      6.1930   3226.9289   1613.4645
    918.5000      4.6641     11.1780      6.1930   3226.9289   1613.4645
    919.0000      4.6646     11.1790      6.1930   3226.9289   1613.4645
    919.5000      4.6646     11.1790      6.1930   3226.9289   1613.4645
    920.0000      4.6646     11.1790      6.1930   3226.9289   1613.4645
    920.5000      4.6651     11.1800      6.1940   3228.4038   1614.2019
    921.0000      4.6651     11.1800      6.1940   3228.4038   1614.2019
    921.5000      4.6651     11.1800      6.1940   3228.4038   1614.2019
    922.0000      4.6657     11.1810      6.1940   3228.4038   1614.2019
    922.5000      4.6657     11.1810      6.1940   3228.4038   1614.2019
    923.0000      4.6662     11.1820      6.1950   3229.8791   1614.9396
    923.5000      4.6662     11.1820      6.1950   3229.8791   1614.9396
    924.0000      4.6662     11.1820      6.1950   3229.8791   1614.9396
    924.5000      4.6667     11.1830      6.1960   3231.3550   1615.6775
    925.0000      4.6667     11.1830      6.1960   3231.3550   1615.6775
    925.5000      4.6672     11.1840      6.1960   3231.3550   1615.6775
    926.0000      4.6672     11.1840      6.1960   3231.3550   1615.6775
    926.5000      4.6677     11.1850      6.1970   3232.8314   1616.4157
    927.0000      4.6677     11.1850      6.1970   3232.8314   1616.4157
    927.5000      4.6682     11.1860      6.1970   3232.8314   1616.4157
    928.0000      4.6682     11.1860      6.1970   3232.8314   1616.4157
    928.5000      4.6687     11.1870      6.1980   3234.3083   1617.1541
    929.0000      4.6687     11.1870      6.1980   3234.3083   1617.1541
    929.5000      4.6692     11.1880      6.1980   3234.3083   1617.1541
    930.0000      4.6692     11.1880      6.1980   3234.3083   1617.1541
    930.5000      4.6697     11.1890      6.1990   3235.7857   1617.8928
    931.0000      4.6697     11.1890      6.1990   3235.7857   1617.8928
    931.5000      4.6703     11.1900      6.1990   3235.7857   1617.8928
    932.0000      4.6703     11.1900      6.1990   3235.7857   1617.8928
    932.5000      4.6708     11.1910      6.2000   3237.2636   1618.6318
    933.0000      4.6708     11.1910      6.2000   3237.2636   1618.6318
    933.5000      4.6713     11.1920      6.2010   3238.7420   1619.3710
    934.0000      4.6718     11.1930      6.2010   3238.7420   1619.3710
    934.5000      4.6718     11.1930      6.2010   3238.7420   1619.3710
    935.0000      4.6723     11.1940      6.2020   3240.2210   1620.1105
    935.5000      4.6723     11.1940      6.2020   3240.2210   1620.1105
    936.0000      4.6728     11.1950      6.2020   3240.2210   1620.1105
    936.5000      4.6728     11.1950      6.2020   3240.2210   1620.1105
    937.0000      4.6733     11.1960      6.2030   3241.7004   1620.8502
    937.5000      4.6738     11.1970      6.2030   3241.7004   1620.8502
    938.0000      4.6738     11.1970      6.2030   3241.7004   1620.8502
    938.5000      4.6744     11.1980      6.2040   3243.1804   1621.5902
    939.0000      4.6744     11.1980      6.2040   3243.1804   1621.5902
    939.5000      4.6749     11.1990      6.2040   3243.1804   1621.5902
    939.5000      4.6749     11.1990      6.2040   3243.1804   1621.5902
